0,"	116.417","	39.929"
1,"	116.407","	39.886"
2,"	116.339","	39.929"
3,"	116.352","	39.878"
4,"	116.397","	39.982"
5,"	116.461","	39.937"
6,"	116.287","	39.987"
7,"	116.23052","	40.03"
8,"	116.25528","	39.87694"
9,"	116.146",39.82
10,"	116.176","	39.914"
11,"	116.20764","	39.90886"
12,"	116.234","	40.217"
13,"	116.27603","	40.21651"
14,"	116.22","	40.292"
15,"	115.972","	40.453"
16,"	116.00138","	40.46327"
17,"	116.628","	40.328"
18,"	116.6018","	40.3118"
19,"	116.832","	40.37"
20,"	116.85152","	40.4088"
21,"	117.118","	40.143"
22,"	117.0854","	40.15353"
23,"	116.655","	40.127"
24,"	116.6853","	40.16087"
25,"	116.67503",39.93 
26,"	116.6996","	39.9131"
27,"	116.404","	39.718"
28,"	116.47456","	39.78284"
29,"	116.506","	39.795"
30,"	116.78437","	39.63606"
31,"	116.106","	39.937"
32,"	116.09122","	39.96926"
33,"	116.136","	39.742"
34,"	115.96916","	39.76419"
